formula,target
Nb1 Cr1 N2 O1,0.36
Na1 Cu1 N1 O2,1.48
Li1 Rh1 N2 O1,2.46
Cs1 Ge1 N1 O1 F1,2.8
K1 Zr1 N1 O1 F1,0.76
Cs1 Au1 O3,1.56
Cu1 Sn1 O3,1.02
La2 O3,0.44
Be1 Bi1 N1 O2,2.48
Mo1 W1 O2 F1,1.52
Li1 Pd1 O3,2.06
Ti1 Sb1 N3,1.78
K1 Al1 S1 O2,2.04
Al1 Ir1 N3,1.26
Ba1 Co1 N3,1.44
Nb1 Te1 O3,0.72
Os1 Pt1 O3,2.18
Na1 Ti1 O2 F1,0.12
Cr1 Au1 O3,1.44
Mg1 Ir1 N1 O2,1.28
Y1 Co1 O3,1.6
Li1 Sb1 N2 O1,1.68
Zn1 W1 N2 O1,1.52
Y1 Co1 N2 O1,2.34
Li1 Ni1 N2 O1,1.86
La1 Zr1 O2 F1,0.5
In1 Ga1 N1 O2,1.04
Zn1 Mo1 O3,0.5
Hf1 Co1 N3,1.82
W2 S1 O2,1.04
Re1 Bi1 O3,1.56
Ca1 Zr1 O3,0.02
Re1 Ni1 S1 O2,1.56
Y1 Cu1 O3,0.82
K1 Sc1 N2 O1,2.56
Sc1 V1 N1 O2,0.7
K1 Cd1 S1 O2,1.64
Si1 Rh1 N3,1.6
Mg1 Zr1 N1 O2,0.5
Cs1 Ti1 N3,2.78
Sc1 Ge1 N1 O1 F1,1.1
Nb1 V1 O3,0.46
Na1 Ir1 N1 O1 F1,1.26
Be1 In1 N1 O1 F1,2.14
La1 Mn1 N1 O2,0.2
Ba1 Na1 O3,1.48
Sn1 Hg1 S1 O2,0.82
Te1 Au1 O2 F1,1.76
Pt1 W1 N1 O1 F1,2.22
Ti1 Ga1 O2 F1,0.86
Co1 Mo1 O2 F1,1.14
Cu1 Te1 O3,1.02
V1 W1 S1 O2,0.66
Mg1 Mn1 O2 F1,0.36
Hg1 W1 O3,0.4
K1 Sb1 N2 O1,3.48
V1 Sb1 N1 O2,0.62
Na1 Pb1 S1 O2,1.96
Al1 Cu1 N1 O2,1.46
Na1 Re1 N1 O2,0.08
Ag1 Ru1 N2 O1,2.22
Li1 Cr1 N2 O1,1.3
Li1 Co1 N1 O2,1.24
Ba1 Cr1 N1 O2,1.52
Mo1 Pt1 O3,1.92
Cu1 Os1 S1 O2,1.1
Ca1 Mn1 O3,0
Zn1 Ir1 N1 O1 F1,2.16
Rb1 Pt1 O3,1.14
Fe1 Ni1 O3,1.22
Sn1 B1 O2 F1,1.76
Na1 Al1 O3,2.66
Cd1 Pt1 O2 F1,1.24
Si1 Ag1 N3,2.08
Ca1 Sb1 N1 O1 F1,0.96
Mn1 Co1 S1 O2,0.86
Zr1 Co1 O3,1.02
K1 Y1 S1 O2,1.24
Cs1 Tl1 N2 O1,3.34
Y1 Pd1 N3,1.54
Cs1 Sb1 S1 O2,2.84
Y1 As1 N2 O1,2.16
Sb1 Pb1 N1 O2,1.56
Cd1 Ge1 N3,1.58
Ti1 Pb1 O3,1.38
Rb1 Si1 N1 O1 F1,3.72
La1 Sn1 N1 O1 F1,1.12
Y1 Ti1 O3,0.22
Si1 Bi1 N3,1.18
Ti1 W1 O3,1.08
Rb1 Ca1 N1 O1 F1,2.78
Mg1 Ga1 N3,2.02
Ir1 Rh1 S1 O2,1.32
Ta1 Cr1 N1 O2,0.66
Ca1 Cr1 N1 O2,2.16
As1 Au1 N1 O1 F1,1.96
Mn1 Pt1 O3,1.14
Ta1 Co1 N2 O1,1.06
Mg1 Ga1 N2 O1,1.72
Be1 Ni1 O3,1.32
Ta1 Cd1 N3,1.68
Zn1 Sn1 O2 F1,0.66
Ti1 Mn1 N2 O1,0.88
Si1 Sb1 N1 O1 F1,1.76
Ni1 Pd1 O2 F1,1.2
Mg1 Cr1 N3,1.2
Cs1 Ru1 O2 F1,1.04
Bi1 Au1 N1 O2,1.86
Y1 Ag1 N1 O2,1.76
Zr1 Bi1 S1 O2,0.62
Na1 Nb1 O2 F1,1.96
Zr1 In1 N2 O1,0.9
In1 Co1 O3,1.52
Pd1 Pt1 N1 O1 F1,1.82
Ti1 Be1 N3,1.68
Ba1 Rh1 N3,1.46
Al1 Ag1 N2 O1,1.68
Ba1 Hf1 N1 O2,0.14
Ca1 Re1 N3,3.62
Ba1 Hf1 O2 F1,2.62
Mn1 Al1 N2 O1,1.46
Cs1 Ta1 O3,-0.38
Ti1 Fe1 N1 O2,0.98
Sr1 Cd1 N1 O2,1.28
Hg1 Ru1 N1 O1 F1,2.14
Mn1 Nb1 N1 O1 F1,1.18
Zr1 Hg1 N3,1.6
Be1 Sb1 S1 O2,1.28
Ag1 W1 N1 O1 F1,0.48
Be1 Sn1 N1 O1 F1,1.12
Ni1 Os1 N2 O1,1.52
Os1 Rh1 N2 O1,1.56
Ca1 Hf1 O2 F1,1.76
Y1 W1 N3,0.2
Ta1 Cr1 O3,0.06
Y1 Au1 O3,1.58
Fe1 Cu1 O2 F1,1.22
K1 Ge1 N1 O2,2.64
V1 Ge1 N2 O1,0.6
Cd1 Os1 N1 O2,1.8
As1 Os1 O3,1.66
Be1 As1 N1 O2,1.94
Re1 Te1 N1 O1 F1,1.76
Hf1 Zr1 N3,1.42
Zr1 Rh1 O3,1.04
Rb1 Be1 S1 O2,3.94
Hg1 Rh1 N2 O1,1.76
Hg1 Ru1 N1 O2,1.34
In1 Si1 S1 O2,1.6
Zr1 Mn1 N1 O2,0.66
Sr1 In1 N1 O1 F1,1.82
B1 Mo1 N1 O1 F1,1.82
B1 Mo1 N3,1.78
Ta1 Ge1 S1 O2,0.4
Ba1 Ag1 N3,2.12
In1 Si1 O3,0.58
Tl1 Ru1 N3,3.24
Fe1 Hg1 N1 O2,2.36
Ti1 Ru1 N1 O1 F1,0.7
Na1 Pd1 O3,2.66
Na1 Mg1 N1 O1 F1,2.64
Mn1 Hg1 N3,1.58
Bi1 B1 O3,0.92
La1 Ni1 O3,0.36
Hg1 Te1 N3,2.68
Cr1 Au1 S1 O2,0.84
Tl1 Hg1 N1 O1 F1,1.4
Zr2 O2 F1,0.86
Hf1 Mo1 S1 O2,1.26
Os1 Pb1 O3,0.82
Tl1 Pd1 N1 O2,1.54
Cu1 Sb1 N2 O1,1.46
Tl1 Cu1 S1 O2,1.4
K1 B1 N1 O2,1.66
Sn1 Ir1 N2 O1,1.5
Rb1 Os1 N3,4.98
V1 Co1 N1 O2,1.18
Hf1 Mn1 N3,0.98
Mn1 Rh1 O3,1.08
V1 Cr1 N2 O1,0.98
Si1 Pb1 N2 O1,1.14
Zn1 Mo1 N1 O1 F1,0.78
Hf1 In1 N2 O1,1.36
Ca1 In1 S1 O2,0.82
Ta1 Bi1 S1 O2,1.26
Ti1 Ge1 N3,1.42
Tl1 Rh1 O2 F1,1.52
Zr1 Rh1 O3,1.64
K1 Na1 N1 O2,1.94
Al1 Cd1 O2 F1,1.92
Zn1 Pt1 O2 F1,1.34
Mn1 Mo1 N1 O2,0.52
Ag1 Mo1 N1 O2,0.66
Ge1 Pd1 O3,1.3
Rb1 V1 N2 O1,2.46
Cs1 Sr1 N3,3.22
Mo1 As1 O3,1.12
Rb1 As1 O3,0.68
Tl1 Re1 S1 O2,0.74
Si1 W1 N3,0.94
Tl1 Sn1 N1 O2,1.64
Re1 Sb1 N2 O1,0.64
Ag1 B1 O2 F1,1.42
Rb1 Au1 S1 O2,3.18
Ti1 Ni1 N1 O2,1.12
Zr1 Pt1 O3,1.24
Y1 Ta1 O2 F1,1.02
As1 Au1 N1 O2,1.64
Al1 Te1 N2 O1,1.44
Ru1 Ir1 O2 F1,1.56
In1 As1 O3,0.9
V1 Sb1 N2 O1,0.94
Mg1 Ru1 N3,1.48
Cd1 Pb1 N1 O2,1.5
Zn1 W1 N3,0.78
Co1 As1 N1 O1 F1,1.06
Ta1 Au1 N2 O1,1.86
Li1 Cu1 S1 O2,1.32
Sc1 Ga1 S1 O2,0.88
Cd1 Sn1 O2 F1,0.46
B1 Pt1 O2 F1,2.68
In1 Ni1 O2 F1,0.72
Sb1 Au1 S1 O2,0.94
Sr1 Cr1 N3,2.14
Mn1 As1 O3,0.64
Tl1 Ni1 O2 F1,1.58
V1 Si1 N3,1.12
Zr1 Pd1 N2 O1,1.02
Sn1 W1 N1 O1 F1,1.7
Ga1 Pd1 N1 O2,1.58
Hg1 Pt1 S1 O2,1.36
Pd1 Ir1 N3,1.5
Co1 Si1 N3,1.38
Be1 Cr1 S1 O2,0.88
Li1 Al1 O3,2.08
Ta1 Sb1 N1 O1 F1,0.76
Sn1 Ru1 N1 O1 F1,0.98
K1 Pd1 S1 O2,3.26
Cu1 Ge1 N3,1.74
La1 Ni1 N2 O1,0.9
Ba2 N1 O1 F1,1.28
Fe1 Re1 O2 F1,1.08
Rb1 Mo1 N3,2.62
Rb2 N3,4.24
Mn1 Pt1 O3,1.3
Re1 Sn1 O3,1.28
Ir1 Pt1 S1 O2,1.4
Sc1 Si1 N1 O1 F1,1.08
Sr1 Si1 N2 O1,1.22
Mo1 Rh1 S1 O2,0.96
Zr1 Ag1 O3,1.58
Ta1 Al1 N3,1.08
Si1 Os1 N2 O1,1.72
Cs1 La1 O2 F1,0.46
Ni1 Mo1 S1 O2,0.64
La1 Be1 O3,2.38
Co1 Te1 O2 F1,1.06
Mo1 Au1 O2 F1,2
Be1 Hg1 N1 O2,1.9
Bi1 W1 S1 O2,0.74
Rb1 Mn1 N3,2.64
Ba1 Ca1 N1 O1 F1,1.22
Na1 Pb1 N2 O1,2.18
K1 Sr1 N2 O1,2.74
Li1 Au1 N1 O2,1.92
Na1 Pd1 O2 F1,1.28
Y1 Pb1 O3,1.36
La1 B1 N3,3.42
Rb1 Ta1 N3,1.34
Ta1 Mo1 N3,0.78
Sc1 Fe1 N2 O1,2.04
Ti2 O3,0.22
La1 B1 N1 O2,3.02
Ag1 Ru1 O3,1.22
Sn1 Rh1 N1 O1 F1,1.34
Ti1 Pd1 N3,1.62
Ca1 V1 N1 O1 F1,2.34
Na1 Fe1 N2 O1,1.58
Ta1 Ga1 N2 O1,0.5
K1 Al1 O2 F1,2.98
Y1 Sc1 N1 O1 F1,0.72
Mo1 W1 S1 O2,1
Mo1 As1 N2 O1,1.14
Fe1 W1 N3,1.2
La1 Cd1 N1 O1 F1,1.12
Ba1 V1 N1 O1 F1,2.76
Na1 Ti1 S1 O2,0.78
Tl1 Cu1 N2 O1,2.14
Na1 Ge1 N2 O1,1.6
Tl1 Cd1 N1 O1 F1,1.48
Hf1 As1 N1 O1 F1,0.88
Ta1 Mn1 N3,1.1
La1 Zn1 N1 O2,1.88
K1 V1 N3,1.48
Ca1 Cu1 O3,2
V1 Fe1 N3,1.36
Sr1 Re1 N1 O1 F1,3.42
Cs1 Mg1 N2 O1,2.48
Ni1 Sn1 N1 O1 F1,1.34
Sr1 Os1 O3,1.86
Bi1 Te1 N2 O1,1.34
Sc1 Sb1 O2 F1,0.66
Cs1 Y1 N3,3.34
In1 Te1 N1 O1 F1,1.02
V1 Cd1 S1 O2,0.5
B1 W1 N1 O1 F1,1.74
Nb1 Sb1 O3,0.5
Tl1 W1 O2 F1,1.98
Ti1 Cu1 O3,1.6
Cs1 Pt1 N1 O2,1.44
Sn1 Sb1 N3,1.44
Ga1 Re1 N1 O1 F1,0.74
Na1 Au1 N3,3.52
Ta1 As1 O2 F1,1.6
Ba1 Sb1 N2 O1,0.86
Tl1 Cd1 O3,1.44
Zn1 Cu1 S1 O2,1.1
Ir1 Os1 N1 O1 F1,1.36
Li1 W1 N3,1.06
Na1 Sr1 O2 F1,1.16
Na1 Os1 O2 F1,2.8
Y1 Ag1 N1 O2,1.7
Hf1 Te1 O2 F1,0.78
Cs1 Be1 S1 O2,2.02
As1 Os1 N3,1.6
V1 B1 N1 O1 F1,1.2
Sc1 Nb1 O3,0.72
Ga1 Ir1 N1 O2,1.34
Na1 Hg1 S1 O2,1.56
Ag1 Ge1 N1 O2,1.72
Nb1 As1 N2 O1,0.6
Cd1 Ru1 N1 O2,1.14
Cd1 Rh1 N2 O1,1.6
Cu1 Rh1 N1 O1 F1,1.38
Rb1 Ba1 N2 O1,3.02
Pd1 W1 O3,0.54
Ag1 Pt1 N2 O1,1.94
Cs1 Sn1 N3,3.54
Cu1 Os1 O2 F1,1.16
Be1 Ge1 O3,1.08
Y1 Ga1 N3,2.02
Cd1 Pt1 S1 O2,1.28
Sn1 B1 S1 O2,1.78
Ba1 Co1 N1 O2,0.78
Ba1 Cr1 N2 O1,0.72
Mn1 Co1 O2 F1,0.76
Y1 Sb1 N3,0.98
Cs1 Sb1 O2 F1,2.36
K1 Y1 O2 F1,0.52
Ba1 Si1 N3,3.7
Ti1 Si1 N1 O1 F1,1.14
Mg1 Al1 O3,0.98
Mn1 Bi1 N1 O2,0.58
Cs1 As1 N3,2.44
Sr1 Mo1 O3,2.28
Rb1 Sr1 O3,1.26
V1 Te1 N1 O2,0.96
K1 Te1 N2 O1,2.32
Ta1 Os1 N3,1.26
Na1 Rh1 O3,1
Ir1 Rh1 O2 F1,2
Sr1 Al1 N2 O1,3.54
Ba1 B1 N2 O1,1.8
Be1 Cd1 N1 O2,1.56
In1 Pb1 N3,1.82
Zr1 Co1 N1 O2,0.88
Zn1 Sn1 S1 O2,0.8
Ni1 Pd1 S1 O2,1.26
Ga1 Cu1 N1 O1 F1,1.46
Cs1 Ru1 S1 O2,1.4
Cr1 As1 N3,1.62
Sr1 Mn1 O3,1.8
Be1 Mo1 O3,1.36
Zr1 Bi1 O2 F1,0.6
Na1 Nb1 S1 O2,1.78
Sn1 Pb1 O3,0.8
La1 Zr1 S1 O2,0.48
Cs1 Y1 N1 O1 F1,2.32
W2 O2 F1,1.56
Co1 Os1 N3,1.64
Ir1 Au1 O3,1.72
Re1 Ni1 O2 F1,1.66
K1 Cd1 O2 F1,1.1
Ga1 Co1 N2 O1,1.94
Cs1 Fe1 N2 O1,3.88
Cr1 Au1 N1 O1 F1,2
Ca1 As1 N1 O2,2.3
Na1 Al1 N1 O2,1.66
Zn1 Ni1 O3,1.26
Sc1 Ni1 N1 O2,1.22
La1 Ag1 N1 O1 F1,1.44
In1 Fe1 O3,0.56
Cs1 Rb1 O3,1.92
La1 Mn1 N1 O1 F1,1.6
Os1 W1 N2 O1,1.86
Ti1 Ga1 S1 O2,1.16
Co1 Mo1 S1 O2,1.18
Sn1 Hg1 O2 F1,0.58
Te1 Au1 S1 O2,1.68
V1 W1 O2 F1,0.96
Mg1 Mn1 S1 O2,0.76
K1 Te1 N2 O1,1.76
Rb1 Cr1 O3,2.66
Hf1 V1 N1 O2,1.18
Na1 Ag1 O3,1.62
Na1 Pb1 O2 F1,1.42
Ba1 As1 N1 O2,2.54
Cu1 Sn1 N3,2.08
Zr2 N1 O1 F1,0.82
Tl1 Hg1 O2 F1,1.02
Ta1 Tl1 N3,2.96
Sr1 Ti1 N1 O2,1.64
Zn1 Mo1 O2 F1,0.6
Ta1 Nb1 S1 O2,0.68
Ru1 Pd1 S1 O2,1.58
Cu1 Pb1 O3,1.26
Cu1 Ru1 N1 O2,1.72
Ag1 Pt1 N1 O2,1.82
Li1 Ir1 S1 O2,1.34
Bi1 B1 S1 O2,1.02
Hg1 Pt1 S1 O2,2.42
Mn1 Pt1 N1 O2,1.34
Mn1 Co1 O3,0.7
Zn1 B1 N2 O1,2.54
Rb1 Si1 O3,2.3
Nb1 Ga1 N2 O1,0.94
Rb1 Re1 S1 O2,1
Cs1 Ga1 N2 O1,3.52
Na1 Sr1 N3,3.28
Zr1 Pt1 O3,1.54
Na1 La1 N1 O2,1.44
Sr1 In1 O2 F1,1.2
Sn2 N3,1.36
Te1 Pd1 S1 O2,1
Na1 Mg1 O2 F1,1.82
Zr1 Al1 S1 O2,0.96
Ti1 Ru1 O2 F1,0.86
Nb1 B1 O3,1.08
Mn1 Be1 S1 O2,1.1
Zn2 N2 O1,2.12
Co1 Mo1 O3,1.36
Rb1 Co1 O3,0.92
Nb1 Ir1 O3,1.44
Tl1 Ir1 N3,1.64
Be1 Ag1 S1 O2,1.54
Mn1 Pb1 S1 O2,0.64
K1 Tl1 S1 O2,2.5
Ca1 Y1 O3,0.94
B1 Mo1 O2 F1,1.66
La1 Co1 N3,2.68
Cr1 As1 N2 O1,1.02
Fe1 Cu1 N1 O1 F1,1.54
Ba1 Cr1 N3,3.22
Sc1 Te1 N1 O2,1.6
Ca1 Hf1 N1 O1 F1,2.26
Ge1 Pt1 N2 O1,1.74
Rh1 Pt1 S1 O2,1.5
Na1 Co1 S1 O2,1.6
Tl1 Zn1 S1 O2,1.22
Ti1 Pt1 S1 O2,0.84
Re1 Te1 O2 F1,1.84
Y1 Cu1 N2 O1,1.38
Cs1 Cu1 N3,4.08
Sc1 Bi1 O3,0.54
Hg1 Mo1 S1 O2,0.88
Be1 Ni1 N1 O2,1.6
Sr1 La1 N2 O1,2.24
Zr1 Nb1 N1 O2,0.72
Si1 As1 N3,2.18
Fe1 Pt1 N2 O1,1.76
Ba1 Hf1 N1 O1 F1,2.98
Mg1 Mn1 N2 O1,2.18
Ti1 Te1 O3,1.7
Be1 Rh1 N1 O2,1.6
Tl1 B1 S1 O2,2.2
Hg1 Ru1 O2 F1,1.88
Mg1 Ag1 N2 O1,2.34
K1 Ni1 N2 O1,2.06
Cs1 Ba1 N3,3
Pd1 Pt1 O2 F1,1.72
Be1 Sn1 O2 F1,0.72
Na1 Ti1 N2 O1,2.1
Ag1 W1 O2 F1,0.44
Cd1 Re1 N2 O1,1.66
Ni1 Pt1 S1 O2,1.34
Mn1 Nb1 O2 F1,1
In1 Ru1 N3,1.24
Mo1 Au1 N1 O1 F1,2.16
Na1 Au1 N3,2.62
Co1 Te1 N1 O1 F1,1.18
K1 W1 N1 O2,-0.1
Sc1 Mn1 N3,0.84
Ni1 Rh1 N2 O1,2.02
Ni1 Ru1 N1 O2,1.6
Cs1 La1 N1 O1 F1,1.36
Ga1 Bi1 O3,0.4
Mg1 Si1 O3,0.28
Ba1 Ca1 O2 F1,0.42
Mn1 V1 N3,1.16
Co1 Os1 O3,1.64
Fe1 Ge1 N1 O2,1.02
V1 Ru1 O3,1.28
Fe1 Ir1 N1 O2,1.34
Cr1 Bi1 O3,0.14
Cu1 Sb1 N3,1.94
La1 As1 N3,2.48
Sr1 Mn1 S1 O2,0.6
V1 As1 O3,0.74
Mn1 Os1 S1 O2,1.12
Sn1 Ru1 O2 F1,0.88
Ta1 Sb1 O2 F1,0.52
Re1 Si1 N1 O2,1.62
Y1 Re1 N2 O1,0.52
Hg1 Os1 N2 O1,1.3
Na1 Tl1 O3,1.84
Na1 Nb1 N3,2.1
Sn1 W1 O2 F1,1.58
Fe1 Ag1 N3,1.6
Ba1 Pt1 N3,1.6
Mn1 Sb1 N3,1.3
Sc1 Si1 O2 F1,1.2
Al1 Ru1 N3,1.5
Rh2 N2 O1,2
Ru1 Rh1 N1 O2,1.68
Fe1 Re1 N1 O1 F1,1.06
Hf2 N1 O2,0.56
Ba2 O2 F1,0.62
Sr1 Ir1 O3,0.7
Ru1 W1 O3,1.5
Na1 B1 N3,2.48
Cr1 Co1 S1 O2,0.96
Ge2 N1 O2,0.72
Ba1 Li1 S1 O2,2.3
Mo1 Pb1 O3,0.18
Cu1 Sn1 N2 O1,1.82
Co1 As1 O2 F1,1.08
B1 Pt1 N1 O1 F1,2.82
Cd1 Sn1 N1 O1 F1,0.76
Zr1 Sc1 N3,0.94
Ba1 In1 N2 O1,1.24
Ru1 Ir1 N1 O1 F1,1.62
Y1 W1 N1 O2,2.26
Zr1 Cd1 S1 O2,2.1
Tl1 Ni1 N1 O1 F1,1.9
In1 Ni1 N1 O1 F1,1.02
Rb1 Cu1 S1 O2,1.72
Be1 In1 N3,1.98
Rb1 Pd1 N1 O2,1.44
Zr1 Sb1 N3,1.4
Mn1 Ru1 S1 O2,1
Ge1 Bi1 O3,0.88
Ta1 Fe1 N2 O1,0.48
Ag1 Ru1 S1 O2,1.12
Y1 Sn1 N3,1.26
Tl1 Rh1 N1 O1 F1,1.9
Li1 Ca1 S1 O2,2.16
La1 Hf1 O3,0.16
Na1 Ag1 N2 O1,2.58
Re1 Ru1 N1 O2,1.16
Zn1 Pt1 N1 O1 F1,1.44
Al1 Cd1 N1 O1 F1,2.3
Sc1 Ga1 N2 O1,1.8
Ag1 B1 N1 O1 F1,1.66
B1 Os1 N3,1.82
Y1 Ta1 N1 O1 F1,1.06
Ca1 Sn1 O3,0.98
Y1 V1 N1 O2,1.82
K1 Ga1 O3,1.46
Na1 Pt1 O3,1.18
Mg1 Fe1 O3,0.56
Ti1 Te1 N1 O2,1.84
V1 B1 O2 F1,1.12
Na1 Ga1 N3,2.14
Na1 Os1 N1 O1 F1,3.02
Cr1 Si1 S1 O2,1.2
Cd1 In1 N2 O1,2.1
Cd1 Bi1 S1 O2,1.12
Hf1 Te1 N1 O1 F1,0.82
Cd1 Mo1 S1 O2,0.6
Cr1 Co1 N3,1.2
Be1 Os1 O3,1.98
Cu1 Rh1 O2 F1,1.24
Bi1 As1 N2 O1,1.44
Si1 Ag1 N3,1.56
Tl1 W1 N1 O1 F1,2.3
Ga1 Re1 O2 F1,0.7
Ga1 Ni1 N3,2.3
Sr1 Pd1 S1 O2,2.5
Sc1 Sb1 N1 O1 F1,1.04
Ca1 Hg1 O3,1.32
B1 W1 O2 F1,1.94
Ba1 Au1 O3,1.02
In1 Te1 O2 F1,0.64
In1 Au1 S1 O2,1.08
Ca1 Cr1 S1 O2,0.46
Re1 Pb1 N3,3.1
Ir1 Os1 O2 F1,1.98
Na1 Sc1 N2 O1,2.26
Hf1 Cr1 S1 O2,0.58
Cr1 Ni1 N3,0.98
Na1 Sr1 N1 O1 F1,2.1
Hf1 Cr1 N2 O1,0.74
Hf1 Co1 N1 O2,1.24
Cs1 Co1 N3,2.32
V1 In1 N2 O1,1.3
In1 B1 O3,2.62
Al1 Ni1 N2 O1,1.46
Ta1 As1 N1 O1 F1,1.42
Nb1 Pt1 N3,1.08
Ba1 W1 N2 O1,0.14
Ba1 V1 O2 F1,2.28
Sr1 Sc1 N1 O2,1.5
Hf1 As1 O2 F1,0.82
Ba1 Mn1 O3,1.22
Tl1 Cd1 O2 F1,1
Nb1 Te1 N2 O1,0.62
La1 Te1 N2 O1,0.82
K1 Au1 N3,4.24
Sr1 Re1 O2 F1,2.96
Cs1 Al1 N2 O1,2.2
Ni1 Sn1 O2 F1,0.98
Ti1 Bi1 N3,1.86
Ca1 V1 O2 F1,1.78
Cs1 Ge1 S1 O2,2.84
Mg1 Cd1 N1 O2,1.86
Sn1 Rh1 O2 F1,1.04
K1 Zr1 S1 O2,0.82
Rb1 Ba1 O3,1.24
Ba1 Mo1 O3,2.34
Ge1 Pb1 N1 O2,1.3
Na1 Pd1 N1 O1 F1,1.5
Co1 Mo1 N3,0.84
Hf1 Zn1 O3,0.64
Sr1 Si1 N3,2.5
Cs1 Re1 O3,3.26
La1 Cd1 O2 F1,0.7
Sn2 N1 O2,0.84
Ru1 W1 N1 O2,1.42
Rh1 W1 N2 O1,1.4
Y1 Sc1 O2 F1,0.6
K1 Al1 N1 O1 F1,3.58
Sn1 Hg1 N1 O1 F1,0.78
Pt1 W1 S1 O2,1.7
V1 W1 N1 O1 F1,0.98
Be1 In1 S1 O2,1.4
Li1 Zn1 N3,2.4
Na1 Pb1 N1 O1 F1,2
Pt1 Pb1 N2 O1,2.64
Tl1 Ir1 N2 O1,1.98
La1 Pb1 O3,0.84
Ga1 Ir1 O3,1.24
Nb1 Rh1 N3,1
Hf1 Nb1 O3,0.68
Zr1 Au1 N3,1.78
Re1 Ni1 N1 O1 F1,1.76
W2 N1 O1 F1,1.1
Be1 W1 N1 O2,1.08
Ga1 Hg1 N1 O2,2.14
Cs1 Y1 O2 F1,2.58
La1 Ag1 O2 F1,0.92
Mg1 Si1 N2 O1,1.22
Sc1 Ge1 S1 O2,1.02
Na1 Ir1 S1 O2,1.28
La1 Mn1 O2 F1,0.94
Nb1 Hg1 O3,0.32
K1 Cd1 N1 O1 F1,1.7
Al1 Cd1 O3,0.62
Cr1 Au1 O2 F1,1.72
Re1 Sb1 O3,1.72
As1 Au1 S1 O2,1.46
Li1 Zn1 N2 O1,2.8
Ba1 Os1 O3,2
Rb1 Ca1 S1 O2,2.56
Ir1 Rh1 N1 O1 F1,1.98
Rb1 Hf1 N2 O1,2.64
Mo1 As1 N3,1.34
Ca1 As1 N1 O2,0.74
Zr1 Bi1 N1 O1 F1,0.62
Ba1 Te1 N1 O2,2.38
Si1 Sb1 S1 O2,1.5
In1 Si1 N1 O2,0.78
Ga1 Cu1 O2 F1,1.16
Cs1 Mo1 N1 O2,0.36
Ca1 Sb1 S1 O2,0.64
Mn1 Co1 N1 O1 F1,1.18
Ge1 Te1 N3,1.72
Hf1 Sb1 N2 O1,1.12
Zn1 Ir1 S1 O2,1.6
Cu1 Os1 N1 O1 F1,1.06
Li1 B1 N2 O1,2.34
Cd1 Os1 N2 O1,1.16
Ta1 Si1 O3,0.84
Rb1 Si1 S1 O2,3.62
Ti1 Si1 O2 F1,1.18
La1 Sn1 S1 O2,0.82
Si1 As1 N1 O2,1.56
K1 Y1 N1 O1 F1,1.32
Sc1 Ni1 N3,2.36
Cs1 Sb1 N1 O1 F1,2.86
Ti1 Ga1 N1 O2,0.54
Ca1 Te1 N1 O2,2.14
Na1 Li1 N2 O1,2.92
Ca1 Pb1 N1 O2,1.28
Ba1 Al1 O2 F1,2.18
Sc1 Ir1 O3,1.54
Y1 Mn1 O3,1.94
Sr1 Nb1 N2 O1,0.62
Sc1 Bi1 O2 F1,1.22
Pd1 Rh1 S1 O2,1.46
Y1 As1 N3,2.26
Cu1 Rh1 N1 O2,1.7
Sc1 Nb1 N1 O1 F1,1.2
Be1 Zn1 O3,1.54
Ti1 Ni1 O2 F1,0.56
Ta1 Sn1 O3,1.04
La1 Sb1 N2 O1,0.58
Cu1 Sn1 O2 F1,0.82
Re1 Bi1 N1 O2,2.34
Cd1 Sb1 N3,1.62
Al1 Re1 N3,1.94
Na1 Y1 N1 O2,1.26
Ba1 Pb1 N1 O2,1.8
V1 Sn1 S1 O2,0.4
Be1 Fe1 N1 O1 F1,1.44
Ti1 Rh1 O2 F1,0.56
Sb1 Ir1 O3,1.12
Ca1 Al1 O2 F1,1.52
Pt2 O2 F1,1.62
Na1 As1 O2 F1,2.16
Y1 Zn1 N1 O1 F1,1.4
Rb1 La1 N2 O1,3
Cu1 Ni1 N1 O2,1.52
La1 Ga1 S1 O2,0.84
Nb1 Os1 N2 O1,0.68
Hg1 Ir1 O2 F1,1.12
Ni1 Pd1 S1 O2,1.2
Y1 Be1 N2 O1,1.2
Al1 Sb1 S1 O2,0.78
Rb1 Ni1 O3,3.18
Al1 Tl1 N2 O1,1.58
Tl1 Sn1 O3,1.28
Ti1 Sn1 N1 O2,0.48
Nb1 Au1 N1 O1 F1,2.18
Sr1 Mn1 N3,1.36
Sb1 Os1 N1 O2,1.22
Ni1 Hg1 O2 F1,1.92
Ta1 Bi1 N3,0.78
Rb1 In1 O2 F1,2.06
Ti1 Sb1 N1 O2,1.5
Na1 Ru1 O3,0.68
Ba1 Cd1 N1 O1 F1,1.06
Hf1 Sc1 N2 O1,0.66
Na1 Cr1 S1 O2,1.28
Ru1 Pt1 S1 O2,1.64
Cs1 Cu1 N1 O2,2.44
Co1 B1 N3,1.78
Cu1 Pb1 S1 O2,1.16
Fe1 W1 N3,0.64
Sr1 Hf1 N1 O1 F1,0.56
V1 Au1 N3,2.54
Ag1 Pd1 N1 O2,1.86
Mn1 Cu1 S1 O2,0.94
B1 Ir1 S1 O2,2
Co1 As1 N2 O1,1.2
Cu1 Ag1 S1 O2,1.56
