formula,target
Al10 F30,7.4176
Li4 B4 S16 Cl16 O48,4.6226
K4 Ga4 Cu4 F24,0
Co2 Se2 O8,1.9583
Ba8 Al8 F40,7.0835
Mn2 Cr2 F10,2.2668
U2 C2 O10,2.2611
Ba2 Nb14 P12 O66,0
Rb4 H16 S4 N4 O16,5.0051
Rb6 Si10 O23,4.2187
Li12 Al4 F24,7.9151
V6 Zn3 Fe4 O24,2.1574
Ag4 S2,1.0608
Sr4 Be4 B4 O14,4.0797
K1 Cu1 F3,0
Ca4 Bi4 C4 O16 F4,2.2216
Ba4 Yb2 B4 Cl2 O12,0
Pr2 Al6 B8 O24,5.0686
Li2 Y2 P8 O24,5.9568
Ba7 Ru4 Br2 O15,0
Si8 O16,5.4801
Lu6 P18 O54,5.6663
Cs4 As4 O2 F20,3.932
Si16 O32,5.4327
Na8 Pt4 O12,1.4682
Li4 H16 S4 N4 O16,5.2109
Ce2 Nb2 O8,0
Sm4 Tc4 O14,0.0961
Na8 P8 O24,5.1462
Ta12 S2,0
Sc2 Re4 O12,0
Mo1 F6,4.2538
Ba4 Sb4 Se8 F4,1.3343
K8 Si16 Cu4 O40,0.9785
Li8 Hg4 P16 O48,3.2671
Ti8 Bi4 O22,2.092
V4 Co2 P4 O20,1.627
W3 O9,1.1401
Y2 Ta2 O8,4.1106
Pr6 Si4 Cl6 O14,4.8449
Cs4 Ti2 Si12 O30,3.2902
K36 Bi20 O52,1.0664
In4 Ag6 P6 O24,0.9885
Ag4 Te4 N4 O20,2.0141
Y18 Si18 N18 O36,4.2154
Li8 Cd4 P16 O48,4.5942
Na16 Y8 C8 O24 F24,5.261
Ba3 In2 Cl2 O5,1.4312
Na12 B20 S4 O32,3.8692
Ca4 Zr2 Si8 O24,4.8495
Nb4 Cd4 O14,1.9354
Ba8 Ti36 O80,2.7429
Ba8 Nb8 Te8 P8 O64,2.7977
K12 Ge24 O54,3.0055
Nb4 P16 S20 Cl20,1.5812
As4 Pb8 S12 I2 Cl2,1.829
Li2 Yb2 P8 O24,0
Na2 Mg2 B2 O6,3.5852
Ba3 Nb2 Co1 O9,1.5992
Sr4 V12 O28,2.3882
Li2 Sn4 P6 O24,3.1282
V2 Ni1 Te2 O10,1.882
Na2 Mo4 P6 O26,2.4331
Li4 V4 I8 O32,2.6322
Pr8 Cu8 Mo16 O64,2.0801
K6 Bi10 As12 O48,3.4166
K2 Mn2 Zn4 Si4 O15,1.6655
K16 La24 Os4 I56,0
In40 Br56,2.0724
K20 Mg2 Mo14 O54,3.7119
Tl2 Cd1 Ge1 Te4,0.351
Ag8 Se4,0.9678
Cs2 Pd1 I6,0.1928
Rb8 Cu4 Br12,1.8371
Ta30,0
Te16 Pd8 Br48,1.318
K2 Cu1 F4,0
Rb8 Zn4 Br16,3.6395
Ca20 Al12 Ge18,0
Sc1 Ni5,0
K16 Sn36,1.1221
Mn4 Br8,1.5334
Cs2 Ag2 Br4,1.796
Ba1 Cr2 As2,0
La44 C44 Cl28,0
Na16 Fe8 Co8 F56,1.7807
Sm6 Ru2 O14,0
Na24 La8 V16 O64,3.7596
Nb6 Co16 Ge7,0
Zr6 Fe23,0
K6 Nb16 O42,0
Al2 H40 Ru2 Cl12 O20,0.0017
Ba4 Ca4 Co16 O28,0.843
B2 N2,4.4189
Cs2 Pd1 I2 Cl4,0.8764
La3 Ni2 B2 N3,0
K2 Ce2 Cu2 Te8,0
K8 U4 I20,0.3168
In10 Pb6 S21,1.3392
Al4 H4 O8,5.546
Sc4 H4 O8,4.4857
Al10 H2 O16,4.7661
Li4 Eu8 Ge12,0
Ba2 Nd2 Fe4 O10,0
Mn1 Tl2 Ge1 Te4,0.1865
Cs2 Mn1 V2 Cl2 O6,2.0944
Cs6 Li4 Ga2 Mo8 O32,4.0242
Sr21 In8 Pb7,0.4917
Na12 Mo22 O72,2.6018
Yb4 Mg3 H14,3.0929
Sr4 H8 Br8 O4,4.1758
H8 Pd1 N2 Cl6,1.0972
Fe4 Cu2 H8 O4 F16,0.9775
Fe5 Te6 Cl2 O18,0.0275
V2 Ag2 P4 S12,0
La16 Mo28 O108,3.0976
Na8 Zn4 P8 O28,4.0485
Ba1 Mg1 C2 O6,4.0848
K12 Lu4 Si12 O36,3.4819
Cs12 Re12 S30,0.8111
Gd3 As6 Pd9,0
In10 Pb6 S21,1.0556
Ca3 B3 P3 O15,5.317
Yb2 In8 Rh2,0
Li4 Mn2 Cl8,1.8782
Ca20 Si8 C8 O52,4.7907
K4 U4 O14,1.6176
Na3 La3 H6 S6 O27,4.6972
P12 Pb20 O50,2.5132
In80 Br112,2.0373
Rb48 Sn32 Ge4 O16,1.1014
K4 Ga8 Cl28,4.0476
U4 Ga20 Ni11,0
Rb32 U36 O124,1.5396
Ag36 Te12 I12 O48,0.1965
Tm23 Se32,0
Cd2 Te2,0.6234
Ti4 P16 Cl96,1.3551
Rb4 P2 H6 Se2 O16,3.94
Rb8 U8 Mo12 O64,2.3517
V5 S8,0
Ca3 La5 Mn7 Fe1 O24,0
Na6 Zr4 Si4 P2 O24,4.4926
Li2 H6 Se4 O12,4.2564
Zn2 H8 N4 O16,3.314
Na2 Si6 B2 O16,5.278
Ti1 H8 N2 F6,4.7167
K2 H4 I6 O2,1.8902
K2 P2 H4 O8,5.6046
Rb16 Y8 Ti8 P24 O96,2.5453
La8 Mg16 Ni8 H56,0.911
Na8 Si12 H8 O32,4.5496
V12 P16 Pb4 O68,1.7321
Cs8 U8 Mo12 O64,2.4489
Ti4 P4 H8 O22,2.7606
La4 Ge6 O18,3.0791
Mn36 Ag48 O96,0.603
Fe16 P16 O64,2.7404
Mn56 Pb24 O120,0
K16 Ti8 Cr8 P24 O96,2.3967
Zn4 H32 O16 F8,4.8552
B80 H104,3.41
U2 B8 H32,0.2137
Mg4 H72 C16 S4 N32 O36,5.1563
Na2 Ca8 Ti8 Nb2 Si10 O50,2.9214
Na24 B40 H32 O88,4.6917
Ca2 B6 H14 O18,5.4108
Mg10 H20 C8 O36,4.4617
Sb4 H12 S4 O24,4.4005
Cu4 Si4 H48 O24 F24,0
Na5 H7 Se4 O18,3.2662
Sr40 P24 Br2 O96 F6,4.7268
Sb4 H4 C8 N4 Cl44,1.9922
Na4 Ti2 Si8 H8 O26,3.2593
Rb2 Na6 Mo4 H36 O34,4.5822
Ni1 Sn2 H12 O6 F6,4.5576
Li2 Ti4 Ni1 P4 O20,2.9429
K1 Sr3 La8 Mn12 O36,0
Mn4 H20 S4 O28,0.6941
Cs4 Mn4 H96 S8 O80,1.8193
Mn30 Si52,0.0097
Gd6 Nb2 O14,2.3856
Ba4 Lu8 O16,3.2521
Ba8 Ge4 O16,3.9678
Ce1 Th2 O6,1.8351
Ba4 B4 O10,3.8041
Ce1 Th3 O8,1.78
Tm2 Te1 O2,0.4144
Sc2 Cu4 O8,0
Cs6 Sc2 O6,2.7287
Rb12 Er4 O12,2.157
Bi12 O8 F20,3.285
Nb4 Sb12 O32,1.8179
Li3 Sb1 S4,2.0975
Co21 Cu3 O32,1.5498
Li4 Mn1 V3 P4 O16,2.5009
Mn2 Fe3 P6 W1 O24,2.4269
Li8 Co8 P8 O32,3.153
Co2 P2 H32 N2 O20,3.2407
Na4 In4 P8 H12 O34,4.0732
Ni4 P16 O44,4.8551
Li8 Co4 Si4 O16,2.9942
Li4 Fe2 Si2 O8,3.0269
Li8 Fe4 Si4 O16,3.0894
K8 Li8 H16 W8 O40,4.9734
Na3 Ni5 O10,0.4484
Li8 Fe4 Si4 O16,2.9932
Na5 W13 O39,0
Li6 Mn3 V3 P12 O42,0.2722
Mn2 F6,0.2565
V2 F8,2.2356
V8 F40,2.9964
Ca12 Tl16 O36,0.3714
Na5 Ni8 O16,0
H20 C3 N4 O10,4.7037
Ba10 Cu5 O17,0
Li2 Mn4 P4 O16,0
P8 W4 O32,2.2697
Fe8 P8 O32,2.7569
Li2 V2 Co2 O8,1.5911
Li8 Ni14 O22,0
Bi8 S12 O48,4.1958
Sr16 Ta8 O36,3.6451
Li13 Ni15 O28,0
Y2 Ge2 O7,3.8961
Mg1 Cr3 Se2 S4 O24,0.1421
Li10 Co3 Ni7 O20,0.2141
Li8 V2 Cr6 O16,2.014
Li8 V2 Cr6 O16,1.51
Li8 V2 Cr6 O16,1.5588
Lu4 V4 O12,1.6226
Li2 Mn2 B2 O6,2.8469
Ta2 Fe2 O8,2.4105
Li3 V1 Cr2 O6,1.874
Rb4 Fe4 O8,2.0451
Mn8 P4 O20,0.7573
Mn2 Zn2 O6,1.4603
Li4 Co8 S12 O48,0.4129
Dy4 P8 O26,5.6388
Cs4 Y12 O20,4.0757
Rb8 S8 O28,5.1058
W4 O12,1.3986
Li40 Ni8 O32,1.8688
Ba12 La4 Br36,3.031
Ti4 Ni2 P4 O20,2.9552
Li4 V3 Cr3 W2 O16,1.5726
Sr8 W4 O20,3.1883
K2 Hf2 P2 C2 O14,4.5952
Y8 Hf4 O20,3.8596
Na12 Zn16 P16 H16 N4 O64,3.8467
Li4 Mn3 Fe1 B4 O12,2.9603
Li4 Mn2 Fe2 B4 O12,3.0858
K12 W18 O60,1.3463
Li4 Mn3 Fe1 B4 O12,2.9623
Li6 Mn1 Fe5 B6 O18,2.8356
Li8 Mn3 Fe5 B8 O24,0
Li4 Cu4 S4,1.6984
Li8 Mn5 Fe3 B8 O24,0.043
Li4 Mn3 Fe3 Sb2 O16,0.5973
Mn2 V4 P6 O24,0
Nb3 Ni1 P6 O24,0
Li8 Mn6 Fe2 B8 O24,2.922
Li4 Cr6 W2 O16,2.1889
Na6 Li4 Fe10 Si20 O60,2.7055
Li8 Mn3 Fe5 B8 O24,3.4139
Li8 Ti4 V12 O32,1.2315
Li4 Mn3 Cr3 Sb2 O16,0.5144
Li2 Fe2 F8,3.7901
Li6 Mn1 Fe5 B6 O18,2.8181
Li8 Mn7 Fe1 B8 O24,2.8977
Ba1 Sr7 V8 Si16 O56,2.8388
Li8 Mn6 Fe2 B8 O24,2.8847
Li4 Mn2 Fe2 B4 O12,3.0258
Li8 Mn1 Fe7 B8 O24,3.1258
Li8 Mn5 Fe3 B8 O24,0.065
Li4 Mn3 Fe1 B4 O12,2.966
Li4 Mn3 Fe1 B4 O12,2.9671
Li4 Mn1 Fe3 B4 O12,3.1295
Li8 Mn7 Fe1 B8 O24,2.8964
Li8 Mn7 Fe1 B8 O24,2.9028
Li6 Mn1 Fe5 B6 O18,2.8452
Li8 Mn7 Fe1 B8 O24,2.8867
Li8 Mn7 Fe1 B8 O24,2.9053
Li8 Mn7 Fe1 B8 O24,2.8964
Li4 Mn2 Fe2 B4 O12,3.1151
V8 O6 F18,1.3814
Li32 Mn13 Cr3 O48,1.0171
Li8 Mn5 Fe3 B8 O24,3.0399
Li4 Mn3 Fe1 B4 O12,2.97
V6 O6 F12,1.7087
Ba8 Hf6 O20,3.604
Li8 Mn5 Fe3 B8 O24,2.9851
Li12 Mn2 Fe10 B12 O36,2.8636
Li8 Mn6 Fe2 B8 O24,2.9
Li32 Mn13 Cr3 O48,1.2155
Li8 Mn5 Fe3 B8 O24,3.0375
Li8 Mn7 Fe1 B8 O24,2.8974
Li6 Mn1 Fe5 B6 O18,2.8303
Li8 Mn7 Fe1 B8 O24,2.8852
Li6 Mn1 Fe5 B6 O18,2.7977
Li4 Mn2 Fe2 B4 O12,3.0617
Hf16 N16 O8,2.15
Li8 Mn5 Fe3 B8 O24,3.0049
Li4 Mn2 Fe2 B4 O12,3.073
Li6 Mn1 Fe5 B6 O18,2.8588
Li8 Mn5 Fe3 B8 O24,0
La16 Al8 O36,4.4905
Li8 Nb2 In6 P12 O48,2.6893
P4 H32 N16 Cl4,5.0003
Pt2 O4,1.5245
Li4 Sn10,0
La2 O2 F2,4.2344
Nb16 O32,0.426
Ga2 Ge2 Te2,0.1187
Ga1 N1,1.5635
Li6 Ge6,0
Li4 Mn2 Si2 O8,2.9643
Li16 Mn16 B16 O48,3.0704
Yb8 Br12 O2,4.2518
Li8 Mn7 Fe1 B8 O24,2.9057
Mn11 Fe1 P12 O48,0.4388
Cs4 Co4 H96 S8 O80,0
Li4 Mn2 Fe2 B4 O12,3.148
Li8 Mn7 Fe1 B8 O24,2.901
Li4 Mn3 Fe1 B4 O12,2.9509
Li4 Mn4 B4 O12,2.9262
Sm4 Y12 O24,3.9935
Pr2 Mg1 Tl1,0
Co8 P8 O32,1.1681
La16 Mn15 O48,0
Hf1 Al1 Ru2,0
Na1 Sm1 Tl2,0
Ca1 Er1 Rh2,0
Lu2 Zn1 Ir1,0
Li2 Er1 Tl1,0
Lu1 Ga1 Pd2,0
Li4 Te2 O6,3.3528
Th1 Zn1 Rh2,0
Ce1 Ag1 Au2,0
Ga1 Ge1 Ru2,0
Cd2 Ag6,0
Ga1 Ni1 Rh2,0
Ba2 Na2 Sc2 Si4 O14,4.6606
Rb2 Mn2 P6 H2 O20,0.9992
Sr1 Cd1 Hg2,0
Sr4,0
Cs2 Ti16 O32,0
Rb4 P4 O12,4.7607
Sr4 C4 N8,3.6025
Li2 Ni2 S2 O8 F2,4.1658
K1 Ag2 Sb1 S4,0.5696
Cd16 Te8 Cl16 O24,3.3711
Dy1 Y1 Hg2,0
Zn2 Ni1 Ir1,0
Tm2 Zn1 Ga1,0
Tm1 Lu1 Hg2,0
Sm1 Lu1 Mg2,0
Sm2 Fe17 C3,0
Lu2 Ag1 Pt1,0
Lu2 Tl1 Hg1,0
Pr1 Dy1 Tl2,0
Pr1 Er1 Mg2,0
Na1 Cd1 Hg2,0
Ho1 Tl1 Rh2,0
Li6 Be6 H18,4.3798
Na1 Tl2 Pb1,0
Ac1 F3,7.3459
Zr1 Al1 Ru2,0
Mg2 Zn1 Pd1,0
Na4 P6 H2 O18,5.2647
Sm1 Er1 Tl2,0
Sm2 Mg1 Tl1,0
Tb1 Y1 Hg2,0
Y1 Er1 Mg2,0
Sm4 Mg2 Ir2 O12,0
Y1 Tm1 Mg2,0
Pm1 Dy1 Cu2,0
Be6 Ru2,0
Ga2 S2,1.8596
Sc6 Co4 Si6,0
Ag2 Au2 O4,0
Sr2 Ag2 O4,0
Li12 V8 P12 O48,1.8251
Cs2 Sr2 Cl6,5.2391
Zn1 Cr2 F12,1.2361
Bi2 F10,1.8064
Mg1 Fe1 F6,0
Ca4 V4 F20,2.4541
W4 O12,1.6755
Gd1 B12,0
In1 Pd3,0
Na1 Mn4 O8,0.3064
Zr6 O2,0
Nd2 Tl2 Cd2,0
Ba1 Al2 Si2 O8,4.9061
Ba1 Na2 Mg1 P2 O8,4.8692
Cs8 Ba12 P16 O56,4.7249
La4 Zn4 B20 O40,4.7136
Li2 Ca2 Mg2 Si2 N6,2.8374
Te2 Mo1,1.0703
V2 Cr1 Se4,0
La4 Au4,0
Y16 Te12 N8,1.1482
Mg30 Fe1 Co1 O32,2.2034
Mg30 Zn1 Fe1 O32,3.091
Mg30 Zn1 Fe1 O32,3.0823
Mg30 Mn1 Co1 O32,2.2467
C2,1.00E-04
Mg8 Co8 Si16 O48,2.9549
Ca2 Cu2 P8 O24,0.1512
Ba4 Zn4 Cr4 F28,3.7429
Ag2 O2,0
Ce1 Ge2 Au2,0
La2 Ni2 I1,0
Dy1 Ni4 Au1,0
Pr1 In5 Co1,0
La2 Bi2 S4 O2,1.2413
Nd4 Bi2 N2,0
Ba2 Zr1 Ti1 O6,2.2094
Rb2 Fe2 S4,0
Dy4 Ni2 As4,0
Ho2 Co2 Ge4,0
Ce1 Ti2 O6,1.8617
U4 In2 Pt4,0
In4 Se4,0.6587
Dy2 Ge4 Pt4,0
Li1 In2 Cu1 Se4,0.4106
Cs2 Ni3 S4,0.8786
Cs1 Tl1 Br3,0
Tm2 Zn2 Sn4,0
Ce2 Cu2 Ge4,0
Ti1 Ag1 F6,0.2912
Sc3 Sn3 Pt3,0
Sr2 Ta1 In1 O6,3.9309
Sc1 Al1 Au2,0
Sr10 Fe10 O29,0
V3 Fe3 As3,0
Sm2 P4 Ir4,0
Ba2 U2 Te8,0
Fe8 Mo4,0
Ag4 Ge2 Se6,0.0634
Li18 Mn36 O72,0.3479
Ca4 Ga4 Sn4,0
Ca2 Ni10,0
Ga2 As2 O8,3.0696
Nd2 In8 Ni2,0
Sr1 Al9 Ni2,0
Al3 F9,7.4238
Lu1 Al8 Cr4,0
Fe2 S2 O8 F2,2.1287
Sc2 Fe8 Si4,0
Sr4 Yb2 Ta2 O12,0
K2 B4 Sb2 O12,2.7659
Tb5 Mo2 O12,0
La10 Ru2 Pb6,0.0572
Tb1 Fe4 Cu3 O12,0
Sm4 Mg7 Ge6,0
Nd4 Zn12,0
Ba4 Er2 Ga2 Se10,1.8307
Rb2 Ag1 Ru1 F6,0
Na2 Li1 Al1 F6,6.546
Cs2 Na1 Mo1 Cl6,1.6411
Cs2 Rb1 Tm1 Cl6,4.963
K3 Ti1 F6,0
Cs2 Rb1 Ir1 F6,2.2444
Cs2 Y1 Ag1 Br6,3.1522
Cs2 K1 Tl1 Cl6,2.2759
Rb2 Al1 In1 F6,4.2037
Rb2 Li1 Tb1 Cl6,5.0624
Rb2 Na1 Tl1 Br6,0.8407
Rb2 Na1 Eu1 Cl6,0
Ca6 Mo4 O14,1.5118
Na2 V6 F20,1.6368
Li20 Zn14 P16 S64,2.6371
Tc4 P6,0
Sr10 Cr6 F38,3.0443
Sr2 Mg1 Re1 O6,0
Na10 Ni4 P4 C4 O28,0
Na10 Mn4 P4 C4 O28,0
Li8 Mn6 Fe2 B8 O24,2.992
Li32 Mn13 Cr3 O48,1.1941
Li6 Mn3 V3 P12 O42,0.4724
Li4 Mn2 V2 P8 O28,0.3755
K2 W6 O18,0.556
Ho2 Cu2 O4,2.4917
V2 F6,1.6131
Sm8 As16 Au8,0
Cs6 Ba8 C6 O18 F10,4.7493
Cs4 S4 O16,0.0982
Al2 Ni1 Os1,0
Ba2 Zn1 Hg1,0
Ca2 Tl1 Sn1,0
Be2 H16 S2 O16,5.4563
Ca1 Pm1 Mg2,0
Ca1 Yb1 Pd2,0
Ca2 In1 Hg1,0
Dy2 Zn1 Rh1,0
Er1 Tm1 Mg2,0
Gd3 Al1,0
Gd2 Cu1 Os1,0
Gd2 Zn1 In1,0
Hf2 Os1 Ru1,0
Hf6 Al2,0
In2 Hg6,0
Ho1 Sn1 Au2,0
Ho1 Th1 Ru2,0
Ho6 Ge6 Pd6,0
La2 In1 Ag1,0
Li1 Y2 Ga1,0
Li1 Ac2 Tl1,0
Li1 Ag3,0
Li2 Mg2,0
Li1 Sm2 Al1,0
Lu6 Sc2,0
Mg1 Zn2 Rh1,0
Mg2 Au4,0
Mg2 S4,1.0005
Mn1 Zn1 Pt2,0
Na3 Cd1,0
Na1 Ag2 Sn1,0
Nd2 Lu6,0
Pm3,0
Sc2 Ga1 Pd1,0
Sc2 Zn1 In1,0
Sm1 Ga1 Rh2,0
Sr8 Nb4 O18,3.5684
Yb1 Ce1 Au2,0
Y3,0
Yb4,0
Zr1 Cd1 Ag2,0
Zr1 In1 Co2,0
Pr3 Ni13 B2,0
Tb4 Sc4 S12,1.8544
La6 Sn10,0
Nd4 Al2 Ge12,0
Er3 Ni13 B2,0
Ho3 Co11 B4,0
Ta8 B8 Os4,0
Lu4 Ag4 Se8,1.3039
Li4 H8 N4,3.3513
Eu10 Cd2 Cu4,0
Er1 Fe3 B4 O12,2.4534
Cs4 Co4 O8,0.522
Ba4 Dy2 In2 Te10,0.7002
Ho2 Zn1 Te2 S2 O14,3.9986
Pb8 Au16,0.0563
Zn3 As2 H8 O12,2.9167
Nd2 Fe17 C3,0
Ce8 S6 N2 Cl6,0
Ba4 Mg2 Si4 O14,4.4788
Li2 Fe12 Ge10,0
Li4 In4 Si2 S12,2.1126
Cd4 I4 Cl4 O12,3.3887
K2 Er4 Cu6 Se10,1.1387
Nd6 Sn10 Pd10,0
Ba4 Nd4 In4 O16,2.5671
Nd4 Cu24,0
Rb4 P4 Pb4 S16,2.605
Y2 Co18 Si8,0
U4 Te4 O20,1.8505
Tm8 Pb4 S16,2.2814
K8 Mg2 W6 O24,4.6063
Ba8 Y4 Fe4 O22,0.2546
Na2 P30,1.52
As16 O24,3.536
Rb4 Al4 Cu4 P8 O32,0.6205
K8 U4 Si24 O60,0.0902
Rb4 Li24 B8 O24 F4,4.3624
Sb4 H6 C2 N2 F28,4.4304
Ba24 Co22 O66,0
K12 Na4 Cu16 S16 O72,0.0827
Na12 B24 Cl4 O40,5.179
Zn2 B24 H20 O48,5.7899
V4 H24 S4 O32,2.9817
Ba12 Mn4 V16 O56,2.5098
Rb4 Sc2 Si8 O20 F2,4.7797
Dy16 Ga4 Sb4 S36,2.2782
Er6 Co8 Ge26,0
La16 Zn8 Se16 O16,2.4983
Ca2 Sb8 H12 S4 O32,3.513
Na32 P16 H96 Se48 O48,1.4727
Er11 Ni60 C6,0
Sc4 V4 Te8 O32,2.9435
Cs4 Fe4 B4 P12 O44,2.4233
P16 H64 N16 O48,4.7368
Ga4 H60 N20 Cl12,4.219
Bi12 Se6 Br4 O28,3.2058
Ca8 Fe24 P24 H16 O104,1.6512
W8 O24,1.6691
Nd8 Sb16 Ir12,0
Al78 Co24,0
Yb2 Al2 B28,0
La6 Mo8 O32 F2,3.6204
Rb4 Yb4 P16 O48,0.019
Tb20 Pt16,0
Ba5 Y8 Mn4 O21,1.9965
H12 C24 N36,2.4523
Na4 Cu6 H16 Se8 O32,0.3936
Zr4 P8 H16 O36,4.5327
K12 Al8 Si12 B2 H8 Cl2 O48,4.535
Dy12 P36 O108,5.6584
Nd12 In2 Fe26,0
Li12 V8 B4 P16 H8 O68,2.1944
Rb8 Mo10 H8 Se4 O46,2.9689
Sm8 Fe12 Si20,0
La8 Er8 S24,0.7575
Na1 Sc3 P8 H14 O24,5.0143
Bi16 B24 H8 O64,3.2238
Rb4 Cd6 B32 O56,4.5038
Sc4 V4 Se8 O32,2.7818
Cs2 Al2 As6 H10 O24,3.3938
V8 Ag4 P8 O40,1.0676
Bi4 Pd2 Se8 O24,1.7515
La12 Ga12 S36,2.1439
Ti4 Be34,0
Li8 As16 H96 N32,1.7277
Zr12 Cr12 Ge24,0
Cu6 Pb4 Se4 N4 O28,0.6046
W10 O30,1.3536
P8 H40 S4 N24,3.8994
Ca20 P12 O52,0.5052
Li4 Cu2 B8 Pb4 O20,0.8488
B40 H40 C8 I8,4.1745
K8 Sn4 H8 Cl16 O4,3.6797
W8 O24,1.621
Er6 Ge26 Os8,0
Ca8 Ga16 S32,2.3727
Ca13 Ge22 Au50,0
Na16 H32 W8 O48,4.7308
H24 C48 N72,2.5039
Co4 Mo4 H96 N24 Cl4 O28,3.336
Na8 Np2 H14 O18,1.4854
Rb2 Ta2 Cu4 Te8,1.2361
Pr4 Mg2 Pd4,0
Sm3 Ni3 Sn3,0
Dy6 Fe1 Bi2,0
In1 Bi2 S4 Br1,1.7206
Pr1 Ni1 As1,0
Dy2 Ni2 Sn1,0
Zn4 Cu4 As4 O20,0.4163
Y4 Cr4 Ge4 O20,2.6931
Y6 Fe4 Si6,0
Y4 Hf4 Mo14 O56,3.2519
V2 Ni21 B6,0
Tm4 Mn34 C6,0
Tb1 Al3 B4 O12,5.5557
Tc4 F24,0
Tl8 Ni8 Mo12 O48,3.7416
Sr1 Ti1 P2 O8,2.4765
Sr2 Ca8 P6 O24 F2,5.518
Sr8 Ca2 Si6,0
Sr4 Eu2 Ta2 O12,0
Rh4 F24,0.5858
Rb2 Yb2 W4 O16,0
Rb6 Au6 Br16,1.1274
Sm2 Zr12 P18 O72,3.7015
Nd6 Ni6 Bi8,0
Nd4 Ti6 Bi4 O24,2.2754
Na8 Zr4 Fe4 Si8 O32 F4,2.8118
Na4 Ca2 Fe4 P6 O24,0.3072
Nd12 Ni6 Pb1,0
Rb8 Cd12 H40 S16 O84,3.5315
In4 Ga4 Sn4 O20,1.2433
K4 La2 Ta12 Br30 O6,1.1358
Ho2 Al6 B8 O24,5.5012
Hf6 As6 Ru6,0
K2 Na1 Ti2 Fe7 Si8 H4 O31,1.2952
Gd4 S4 Br4,1.441
Gd6 W2 Cl6 O12,2.5584
Eu1 Ga3 B4 O12,0
Dy1 Al3 B4 O12,5.5835
Mn6 B6 P6 H12 O36,4.1211
Eu6 Mo2 O14,0
Er12 Os5 C15,0
Dy8 Al4 Ge12,0
Dy4 Mn34 C6,0
Cu4 H12 C6 Br4 N12,2.456
K4 In4 H32 S8 O48,3.9362
Gd2 Zr12 P18 O72,1.7071
Ca18 Si24,0.4138
Ca6 Nd16 Ru8 O48,0
Ba4 Zn6 F20,4.3169
Ba6 Dy2 B18 O36,5.1609
Ba4 Er2 Re2 O12,0
Zn3 Ag1,0
Y4 Er4 Fe56 B4,0
V1 Fe3 Cu4 O8,0.7689
V6 Ga1 Ge1,0
V6 Si1 Ge1,0
Zr2 Mn12 Ga1 Sn11,0
Tm2 Al2 Ga2,0
Tl1 In5 S8,1.5672
U1 Mn1 Fe1 Si2,0
Ti4 Al2 C1 N1,0
Th2 Mn17 C2,0
Ti4 Fe1 Bi1 Pb4 O15,1.943
Tb2 Cu2 Pb2 S6,1.6679
Ta1 B2 Mo3 C2,0
Ta1 Co6 Mo1,0
Sr1 Nd1 Cr1 O4,2.1776
Sr1 Ca5 Mn4 Ga2 O16,0
Sr3 La1 Co2 O8,0.0157
Sr4 Br1 N2 Cl1,1.8869
Sr4 Se3 S1,2.2439
Sr3 Ti1 Ru1 O7,0
Sr1 Ca3 Mg4 Si8 O24,4.9213
Sr12 Mn6 Cu3 O27,0
Sr2 Nd2 Tl1 Ni2 O9,0
Sn1 Pb1 Se2,0
Sr20 P12 Br1 O48 F3,5.0989
Sm1 Zn1 Cu1 As2,0.1016
Sm3 Y3 Fe18,0
Sm1 Dy1 Ni2,0
Sm2 Bi2 Ru4 O14,0
Sm1 Al1 Cu4,0
Rb2 Tl2 P4 H8 O16,4.6459
Sm2 In3 Cu1,0
Sm18 Ga10 S42,1.7401
Sb4 Se3 S1 I4,1.3665
Rb2 Mg2 Co2 F12,0.043
Rb4 Cr4 O12 F4,2.8831
Rb2 Bi8 Se14,1.0643
Sc12 Zn72,0.0129
Rb3 Cr20 Te32,0
Pr2 Mg1 Ni9,0
Ni4 Sn3 Sb9,0
Nd1 Ga3 Ag1,0
Nd12 S6 O4 F16,2.6829
Nb1 B4 Mo3,0
Nd2 Mn1 Fe3 Si4,0
Nb4 Ag1 S8,0
Na6 Cd7 S10,1.0371
Na1 Li3 Fe4 Si8 O24,2.698
Na1 Li3 Fe4 Si8 O24,2.7095
Na4 Al12 P8 H16 O48,5.4554
Na5 H7 Se4 O18,3.3034
Na2 Ti2 Sn2 P6 O24,2.5053
Na2 U4 F18,0.0828
Na1 Gd3 Ti2 Sb2 O14,2.0491
Na1 Dy3 Ti2 Sb2 O14,2.468
Na2 Ca2 Ga2 Si4 O14,4.1161
Na2 U8 V6 O40,1.8429
Na4 Se1 S1,2.1787
Na1 P4 W12 O44,0.1332
Na5 Br1 Cl4,4.2728
Na6 Li2 Mg8 Si24 O60,4.343
Na4 P2 H2 O8,4.6664
Na1 W3 O9,0
Na1 Nb6 S8,0
Mn1 Cd1 Cu4 Sn2 Se8,0
Mn1 Al2 Sb2 P6 O24,2.9438
Mn1 Cu2 Sn3 S8,0
Mn16 Si4 Mo4 C4,0
Mn4 Fe2 Ag4 P6 O24,1.0234
Mg6 Si1 Ge2,0.3492
Mg4 Si1 Ge1,0.1774
Mg1 V4 Cu3 O14,0.2276
Mg8 Hg2 Au2,0
Na22 B42 Cl4 O72,4.6644
Li1 Bi3 Br2 O4,2.3359
La1 Pr1 Co4 P4,0
La1 Gd3 Br4 O4,2.7935
La2 Nd2 Co4 O12,0
La4 Fe1 As4 Ru3 O4,0
